vx,vy,vz,sci_photons,xpos0,ypos0,photons0,xpos1,ypos1,photons1,xpos2,ypos2,photons2,xpos3,ypos3,photons3
-35.6874,-6.31556,-5.40045,196068,-25,-25,182,-25,25,151,25,-25,113,25,25,110
2.33843,-28.2422,2.39173,29466,-25,-25,24,-25,25,22,25,-25,26,25,25,14
22.1427,1.35192,-14.6695,52178,-25,-25,24,-25,25,29,25,-25,51,25,25,77
27.0967,9.5536,9.50787,5090,-25,-25,5,-25,25,2,25,-25,4,25,25,3
-16.2223,-8.01732,19.4171,88,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
27.7365,-13.2361,-16.7414,54712,-25,-25,27,-25,25,35,25,-25,81,25,25,47
13.6938,5.22571,15.6407,25875,-25,-25,24,-25,25,18,25,-25,15,25,25,19
-40.8652,4.75672,-23.1372,9122,-25,-25,10,-25,25,11,25,-25,4,25,25,5
7.12089,-44.9627,3.51974,140,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
12.2302,39.3962,8.70526,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.04335,-9.11465,-16.2877,2720,-25,-25,2,-99.9,-99.9,-1,25,-25,5,25,25,1
26.9996,15.4731,1.4939,15720,-25,-25,9,-25,25,13,25,-25,11,25,25,26
-6.28007,21.4854,-23.6384,83616,-25,-25,54,-25,25,126,25,-25,59,25,25,72
-33.3084,13.2194,-1.02144,0,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-0.0367014,34.1444,16.0984,53295,-25,-25,32,-25,25,40,25,-25,27,25,25,37
-36.3865,36.4023,9.09435,197,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
5.06048,3.04535,10.7725,201190,-25,-25,128,-25,25,134,25,-25,130,25,25,149
-20.4478,29.4945,24.2553,95175,-25,-25,94,-25,25,134,25,-25,53,25,25,63
19.0676,-34.4503,5.59486,15991,-25,-25,10,-25,25,8,25,-25,37,25,25,5
-15.0452,9.71879,18.5346,84,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1,-99.9,-99.9,-1
-41.8854,-2.13916,3.87942,252096,-25,-25,216,-25,25,180,25,-25,158,25,25,126
